gene_id	gene_biotype	log2FC	qval
MSTRG.30078	NA	0.691171654265744	0.00245496083037227
FAHD2B	protein_coding	-0.419300112960497	0.00245884742337912
SIX5	protein_coding	-0.658162209708386	0.00246593219380175
SLC4A11	protein_coding	1.08315414736714	0.00247614995478786
EPN2	protein_coding	-0.429681326485415	0.00247873166294734
TPM4P2	transcribed_processed_pseudogene	-0.618662815084954	0.00249238953652247
CSAD	protein_coding	0.535330301460123	0.00249697251689471
HLA-DMB	protein_coding	2.08890641064316	0.00249951519376541
ENSG00000261200	lncRNA	-0.61630484858573	0.0025054756613255
STAT6	protein_coding	0.246248857162293	0.00251772677034409
NRTN	protein_coding	1.84086216466458	0.00252685160413753
ENSG00000280002	TEC	0.870603852882763	0.00252949405672227
MSTRG.29048	NA	-0.956999946022427	0.00253050395311557
PTK6	protein_coding	-1.14762411674163	0.00253050395311557
MSTRG.25052	NA	0.516361714573548	0.00253078645660694
IAH1	protein_coding	-0.30514370120696	0.00253643380752375
MSTRG.18600	NA	-0.667914129945302	0.00254057240523569
ZNF706	protein_coding	0.292271680185811	0.00254057240523569
KLHL42	protein_coding	0.298799930496329	0.00254571401276882
MSTRG.5225	NA	0.398345586809053	0.00255498088517579
ENSG00000290951	lncRNA	0.458794071380619	0.00256509835692026
NT5M	protein_coding	-0.642288567454517	0.0025689203139754
ENSG00000283413	lncRNA	0.942378217954015	0.00256977052519691
MSTRG.18634	NA	-0.568261034316623	0.00257017036659073
MAP3K1	protein_coding	1.16119134314442	0.00257017036659073
ADSS2	protein_coding	-0.268535590952696	0.00257793879445209
TSEN15	protein_coding	-0.282640982352423	0.00258021032547062
MRPL42	protein_coding	0.259178256211699	0.00258471131555635
S100P	protein_coding	1.46463551759763	0.00258524259808747
CCNJL	protein_coding	1.11856996544782	0.00258524259808747
QPRT	protein_coding	1.66360767413496	0.00258861597329302
MRPS34	protein_coding	-0.324768735054302	0.0025910730008545
TMEM127	protein_coding	-0.277290986760572	0.0025910730008545
KRT8P12	transcribed_processed_pseudogene	-0.44011169535268	0.00259173136404299
RIPK4	protein_coding	0.786380732061217	0.00259661137358094
MSTRG.5611	NA	-1.24939239665978	0.00259760723424461
CHRNA9	protein_coding	-1.7492195536684	0.00259760723424461
MSTRG.18353	NA	-0.787464171188274	0.00259805818938767
MSTRG.14054	NA	-0.219987481530769	0.00260510969438832
MSTRG.28332	NA	2.5926590749333	0.00260510969438832
MSTRG.11105	NA	0.396055300793105	0.00261511936001059
KLF3	protein_coding	0.543865854232477	0.00261739768493876
TNRC18	protein_coding	0.526227610767438	0.00261772769546678
CLIP2	protein_coding	0.65044370050238	0.0026183466684624
MSTRG.22643	NA	0.355109293583011	0.00262115248847501
SPECC1	protein_coding	-0.295369569772558	0.0026267454414059
SPOCD1	protein_coding	-2.26800850918655	0.0026267454414059
PSD4	protein_coding	-0.511246527171761	0.0026396798852818
HRCT1	protein_coding	1.19111211317067	0.00265571664240766
RTL8A	protein_coding	-0.27212082380771	0.00265820739952052
ENSG00000260086	lncRNA	1.20646787940088	0.0026605982808144
MSTRG.6537	NA	0.284153480781409	0.00266924566498581
CEP164	protein_coding	-0.469437281933058	0.00267792255321828
MSTRG.17322	NA	2.48828526262404	0.00268807074457234
MSTRG.1695	NA	1.48661814513554	0.0026917161447205
DNAAF10	protein_coding	-0.360891625309449	0.00270397688591629
SYBU	protein_coding	1.04560052206956	0.00270772282136537
RECQL5	protein_coding	-0.545636460735434	0.00271095010502321
MRPL3	protein_coding	-0.264210953656334	0.00271269009609988
MSTRG.11609	NA	0.811725214896669	0.00271440573320987
MSTRG.4608	NA	0.571790823288599	0.00272636293643375
FAM131C	protein_coding	-0.705844661253949	0.00272669931183529
OPHN1	protein_coding	0.488038467432358	0.00272669931183529
CARM1	protein_coding	-0.418257372348584	0.00272799073233697
MEIS2	protein_coding	0.414734859450003	0.00273376699000535
PKD1L2	protein_coding	-0.627684038000503	0.00273559799192589
MSTRG.26540	NA	0.455543632257047	0.0027432004484721
ENOX2	protein_coding	-0.389585724032348	0.0027432004484721
EDF1	protein_coding	-0.21240360926551	0.00274371413732655
MDFIC	protein_coding	-0.659399723105263	0.00276409380485813
PROCR	protein_coding	-0.29739777386195	0.00277316477663483
HSD17B1-AS1	lncRNA	-0.47460472477054	0.00277791881870381
GRAMD2B	protein_coding	0.81616996263316	0.00278030616375074
TNNT1	protein_coding	-0.68803712085887	0.00278052758431665
ASNSD1	protein_coding	-0.414960785134333	0.00278052758431665
TXNDC15	protein_coding	-0.343106785531074	0.00278052758431665
MSTRG.1188	NA	-0.330151036706059	0.00280485098378267
RNF149	protein_coding	-0.402598009757357	0.002817338694649
BSG	protein_coding	0.213607584104057	0.0028177389503234
PPM1N	protein_coding	-0.717863258298796	0.0028177389503234
MON1A	protein_coding	-0.480773433577886	0.00282217309604779
RGPD8	protein_coding	-0.466781409689053	0.00285516525397394
MSTRG.15591	NA	-0.335185920120848	0.00286223666061333
MSTRG.3581	NA	-0.743633627336939	0.00288608436041799
EEF1D	protein_coding	-0.211245228252616	0.0028933451296435
KIAA0040	protein_coding	1.68019597733816	0.00289411406952106
TSPAN33	protein_coding	0.526455995784884	0.00289592683655499
MSTRG.28644	NA	0.854930756356072	0.00289665785152863
MSTRG.9158	NA	-1.19923411138035	0.00289706422772304
PCDH1	protein_coding	1.15405746452049	0.00289706422772304
A1BG	protein_coding	-1.80944532663425	0.0029067971090536
AHNAK2	protein_coding	-0.501820260442306	0.00290926983274064
CACFD1	protein_coding	0.937435494486523	0.0029099144560071
TACR1	protein_coding	-2.20207433986159	0.002916295135749
MSTRG.27534	NA	0.541554674288473	0.00292769689044346
MSTRG.20797	NA	-1.43491865375479	0.00293322072862435
CCDC169	protein_coding	-1.27366538709693	0.00294161715595472
UNC50	protein_coding	-0.284167984671226	0.0029528528656986
RPSAP70	processed_pseudogene	1.72545830045316	0.00295497605647243
CEP170	protein_coding	-0.417994172954199	0.00296260692580567
SEMA4B	protein_coding	-0.533333437811775	0.00297206800749458
GAR1	protein_coding	-0.344640376486164	0.00297206800749458
NOLC1	protein_coding	-0.21035028454485	0.00297908446717828
HHIP-AS1	lncRNA	-2.18726940402629	0.00298465922286633
EGR3	protein_coding	1.52556076044687	0.00298770315790877
MSTRG.3060	NA	1.14665120332414	0.00298914242962067
BCAR3-AS1	lncRNA	2.35915046549707	0.00299129762393049
RPL37A	protein_coding	-0.409247387499436	0.00299129762393049
ZNF638	protein_coding	-0.340138338980237	0.00299358573208408
GLI2	protein_coding	-0.861815123849254	0.00300063882656884
MSTRG.7345	NA	2.2805756653823	0.00300912464390909
MSTRG.11547	NA	-0.354747499965562	0.00301023015982224
MSTRG.16667	NA	0.230324701284831	0.00301023015982224
RPS10-NUDT3	protein_coding	-0.762593309817176	0.00301065935379115
MSTRG.13994	NA	0.545437073556367	0.00301293265197852
LINC02982	lncRNA	-1.220360825557	0.00301354209736064
KIAA1191	protein_coding	0.2680953749545	0.00301388134700785
UNK	protein_coding	0.325746808240382	0.00301654192323529
LINC01942	lncRNA	0.824997418494786	0.00301916695504825
CD24	protein_coding	-1.21870252320491	0.00303403115616667
BSCL2	protein_coding	0.25184252511028	0.00304088100168119
MSTRG.3146	NA	1.58798204839277	0.00304392445367048
MSTRG.8598	NA	0.334093476613813	0.00304392445367048
ITFG1	protein_coding	0.270269458402795	0.00304392445367048
PFDN2	protein_coding	-0.270812392587722	0.00304687585740979
ARRDC1-AS1	lncRNA	-0.330861185810004	0.0030497354003073
SNRPG	protein_coding	-0.239462850029868	0.0030533127973501
LINC01559	lncRNA	2.26519828565543	0.00305466030524213
ATRAID	protein_coding	-0.245809210053148	0.00305990167897384
MSTRG.6813	NA	0.450600197196507	0.00306846550527532
ISCU	protein_coding	-0.253848961964766	0.00307113876816736
FAM78A	protein_coding	-1.22799939490972	0.0030720475706055
MSTRG.9400	NA	-0.260093326992697	0.00307577785279268
MSTRG.5692	NA	-0.897026889550324	0.00307941704029221
MSTRG.6102	NA	-0.296342302160483	0.00308359885029325
XRRA1	protein_coding	-0.623176722814385	0.00308776152028828
MSTRG.25782	NA	1.72296821086689	0.00309020467382373
CDC42	protein_coding	0.214613690018353	0.00309185473050882
IFNLR1	protein_coding	0.790911362301309	0.00309186700956162
SLC25A35	protein_coding	0.346776113711558	0.00309568499991239
GSDMB	protein_coding	-0.628734174955888	0.00309838614996979
TIA1	protein_coding	-0.334933013981271	0.00310211677552453
MSTRG.17398	NA	0.551971008691498	0.00310245960751208
ATP2C2	protein_coding	1.9431595336543	0.00310259416094764
FAM200A	protein_coding	-0.376577956903152	0.00310540687794114
RBM43	protein_coding	-0.427620486221391	0.00310601177664532
RPL15	protein_coding	-0.214998548840722	0.00310601177664532
REEP2	protein_coding	-1.04105998877548	0.00310601177664532
CAMK1	protein_coding	-0.463793774500112	0.0031116330882381
WDFY1	protein_coding	-0.391027018285768	0.00312063674476218
PHIP	protein_coding	0.40677484282323	0.00312063674476218
PRTN3	protein_coding	1.4895948111368	0.00315085799878882
TSR3	protein_coding	-0.299203112760976	0.00315328023390908
LDLRAD4	protein_coding	1.54227328176677	0.00315328023390908
PDZD4	protein_coding	0.955905404999332	0.00315328023390908
RBM8A	protein_coding	-0.227548670434065	0.00315591081232529
MYG1-AS1	lncRNA	-1.07153411005312	0.00316677968093297
MSTRG.998	NA	-2.54964351712981	0.00316839640032151
RIOX2	protein_coding	-0.276846939777276	0.00316930859420008
MSTRG.20376	NA	0.340128486233104	0.00317827612391291
NHERF1	protein_coding	0.752852436362067	0.00318162392971333
PCDHB5	protein_coding	0.615003151588572	0.00318282664687699
BICDL1	protein_coding	1.1845038384731	0.00318464937890376
ING3	protein_coding	0.397672351509201	0.00319386506248458
ZNF260	protein_coding	-0.456310226679929	0.00319899610904335
CPM	protein_coding	-0.691224503489076	0.00321412509318502
MSTRG.22642	NA	0.781427491143048	0.00321878329327111
ENSG00000282381	lncRNA	0.945586185391087	0.00322121717799663
PTPRB	protein_coding	1.5263355915063	0.00322220488049353
LRRC14	protein_coding	-0.379476060112553	0.00322500986334532
SWT1	protein_coding	-1.01250003502886	0.00323306370777927
HOXD11	protein_coding	-0.779216111426101	0.00323909433384993
DIPK1A	protein_coding	0.281427101816066	0.00325042287769854
ENSG00000275464	artifact	-0.256819944647289	0.0032614799376023
ANO6	protein_coding	0.315198120476248	0.00326439488767872
CNTNAP3C	protein_coding	0.791915119269734	0.00326599495655872
MSTRG.901	NA	0.834440902179461	0.00326924065371218
MSTRG.2910	NA	3.37703843247949	0.00326924065371218
PPM1F	protein_coding	-0.484861688448781	0.00326924065371218
IQCD	protein_coding	0.558024666246908	0.00327381227204348
MSTRG.23445	NA	-0.735143550215665	0.0032765212889487
ALDH1B1	protein_coding	-0.592122556396851	0.00330640373941151
TMPO	protein_coding	0.232670429771803	0.00330782009987512
SLC25A39	protein_coding	-0.229266495105986	0.00331525082004481
ENSG00000272079	lncRNA	-1.34261034304011	0.00331637770608519
ZNF330	protein_coding	-0.320587839932211	0.00331637770608519
SF1	protein_coding	0.216382756490621	0.00332043430996624
MT1F	protein_coding	-0.851476223240445	0.00332043430996624
ZNF280D	protein_coding	0.405445722124344	0.00332421367659877
MSTRG.25117	NA	0.449528151368319	0.0033384288854001
CALB2	protein_coding	-1.73223260019107	0.00334648697222724
MSTRG.25902	NA	-3.410504349555	0.00335873236360957
MSTRG.29971	NA	-1.70394788256001	0.0033687297613
ARHGEF26	protein_coding	0.639184983150314	0.0033746208981514
TNFAIP1	protein_coding	0.328292971495602	0.0033746208981514
CHMP3	protein_coding	-0.276976687142192	0.00337506091846047
MSTRG.2590	NA	-0.455511551713743	0.00337663195017558
SLC3A1	protein_coding	0.988939626405937	0.00338033782085732
P2RX6	protein_coding	-1.41464902075638	0.00339304385841586
MSTRG.22272	NA	0.640775414576587	0.00339369085215389
RBM45	protein_coding	-0.390286603472726	0.00339517038103131
VSX1	protein_coding	-1.10231031331134	0.00339630624421203
CNPY4	protein_coding	-0.382309002268399	0.00339917829461197
ATAD3A	protein_coding	-0.299368130255657	0.00340476730860016
AP1B1	protein_coding	-0.352173551282086	0.00340864061406745
MSTRG.23124	NA	0.645468668341568	0.00341563075179404
MSTRG.17017	NA	0.438578647683839	0.003421981699682
ATP6V0E2-AS1	lncRNA	-1.01790130577532	0.00342513019495074
ST13	protein_coding	-0.259407070670221	0.00342769102034546
OBSL1	protein_coding	-0.398875037796347	0.00342917794154775
TTPAL	protein_coding	-0.286771577033238	0.00342917794154775
MSTRG.16014	NA	0.684115332906513	0.00343438050212681
TNFSF12	protein_coding	-0.471480194523002	0.00343546972021865
UGT2B7	protein_coding	0.892479889006499	0.00343917052641297
WDR77	protein_coding	-0.276920311823559	0.00344081320300106
DAW1	protein_coding	-2.34667231427584	0.00344730089729687
VPS4A	protein_coding	0.280754311900713	0.00345767933266887
JKAMP	protein_coding	0.23442302410033	0.00345973581480147
MSTRG.17373	NA	0.738181284250907	0.00345982715359042
SOWAHA	protein_coding	1.34948215143485	0.00345982715359042
PRRT3-AS1	lncRNA	-1.43801198480609	0.00346179051665059
RARRES1	protein_coding	-1.35033827343181	0.0034650792421617
FHL1	protein_coding	-1.60532531331369	0.00346822423123141
MSTRG.2791	NA	-1.10453005799348	0.00347984375847904
AQP7	protein_coding	1.47593055113804	0.00347984375847904
CRLF3	protein_coding	-0.457311687690051	0.0034814036475725
PCSK9	protein_coding	0.408485203770683	0.00349538517899047
MIGA1	protein_coding	0.292765051749863	0.00349538517899047
HSPA4	protein_coding	-0.244948457359928	0.00349758388425049
ARMH4	protein_coding	1.87332620754904	0.00350172844379386
OLFM1	protein_coding	-1.0827814068066	0.00350438556693646
CFL1	protein_coding	-0.216641141157818	0.0035096696253994
ORC3	protein_coding	-0.27514285908185	0.00351452580630784
ZSWIM3	protein_coding	-0.778084674154161	0.00352894434840867
TRMT11	protein_coding	-0.485156427278343	0.00352894434840867
NLE1	protein_coding	-0.29117731243489	0.0035310277906362
SHLD3	protein_coding	0.623084347471038	0.00353793222391942
PYCARD	protein_coding	-0.939511772509859	0.00354556088623143
MIDEAS	protein_coding	0.323842495440083	0.00356075946512227
HSPA1L	protein_coding	-0.777641315174415	0.00357607066348026
SLC39A14	protein_coding	-0.270705262176555	0.00357834055473942
HSPA12B	protein_coding	-1.08113794541416	0.00357998313240801
HOOK2	protein_coding	-0.512013438963178	0.00358188917005504
CRYZL2P-SEC16B	lncRNA	0.737089007747877	0.00359512947193082
RUNX3	protein_coding	0.836301217180096	0.0036036038461246
MSTRG.20396	NA	-0.457729671283372	0.00360603264533561
SARS1	protein_coding	-0.227897675876347	0.00360887316881713
MSTRG.3128	NA	0.50408661628171	0.00360887316881713
ENSG00000283312	processed_pseudogene	-1.69552708277696	0.00361617527258498
MSTRG.12489	NA	-0.474583618201439	0.00362106468003353
SH3BGRL3	protein_coding	-0.484099483557987	0.00362363759540024
SERPINB4	protein_coding	2.05615754304074	0.00362995621749513
RNF19A	protein_coding	0.376306392197083	0.00363164677507807
CDK9	protein_coding	0.329171349624857	0.00363424750085435
KCNJ2	protein_coding	-0.869487729312787	0.00363427293309753
LRP5	protein_coding	0.583659101913121	0.00364406350369399
DPY19L3	protein_coding	-0.312514826988539	0.00364406350369399
METTL2B	protein_coding	0.613488381815108	0.00364406350369399
DLEU2	lncRNA	-0.443653722772873	0.00364788992540098
MSTRG.21242	NA	0.315681022344602	0.0036531481486856
ENSG00000271254	protein_coding	-0.301387647644952	0.00366303481023715
GPR180	protein_coding	-0.280303142568358	0.00366303481023715
RABAC1	protein_coding	-0.841495035004655	0.00366303481023715
MSTRG.25159	NA	1.38855956615161	0.00367854899907417
ARF6	protein_coding	-0.21066579215982	0.00369822818421382
TRAPPC2B	protein_coding	0.335019884203388	0.00369822818421382
PIK3CD	protein_coding	-0.672071199183103	0.00370032033722415
ERCC6L2	protein_coding	0.301981519191539	0.00372082250393104
LINC01447	lncRNA	1.08917814755011	0.00372653867179477
TPT1	protein_coding	-0.288887588591576	0.00372948013096716
CWF19L2	protein_coding	-0.341133868093317	0.00375317074282614
ZNF708	protein_coding	0.765550436297399	0.00375568648502804
ZNF32	protein_coding	0.380943055920865	0.00375806718375471
GCC2	protein_coding	-0.323021573119197	0.00375806718375471
TXNRD2	protein_coding	-0.307126573251992	0.00378415754644891
NDUFS8	protein_coding	-0.229592772925693	0.00379461341656004
AP1S1	protein_coding	-0.338579330427033	0.00380288619106563
ENSG00000230551	lncRNA	0.592489758461746	0.00380444398637526
ANAPC5	protein_coding	0.218470170604258	0.00381168783545447
MMGT1	protein_coding	0.247082927487921	0.00381712020584962
STAG3L4	transcribed_unprocessed_pseudogene	0.34972520937893	0.00382078968729821
MUS81	protein_coding	-0.39920551817873	0.00382105553383727
MSTRG.13386	NA	-0.348636983898514	0.00382938377536748
BZW2	protein_coding	-0.249356490701073	0.00383925970507618
CHST7	protein_coding	-0.710064851088501	0.00385167834246037
FBXO32	protein_coding	-1.05656830324172	0.00385805612982976
FAM72A	protein_coding	-0.445531881721405	0.00387408559090636
MSTRG.18745	NA	0.790759861000655	0.00387752738336022
EIF3J	protein_coding	-0.244650179299642	0.00388749004077525
UGT2B4	protein_coding	2.07081196808983	0.00388761704194937
MSTRG.9473	NA	-0.356957474650307	0.00391062344338606
DENND6B	protein_coding	0.833452767827739	0.00391062344338606
NEBL	protein_coding	0.826457113951594	0.00392090972250917
MAP2K2	protein_coding	-0.251790026548806	0.00393381650779853
